filename,width,height,channels,file_size_mb
Oil (298).png,1920,1080,3,0.014065742492675781
Oil (299).png,1920,1080,3,0.02176380157470703
Oil (3).png,1920,1080,3,0.01798725128173828
Oil (300).png,1920,1080,3,0.03068828582763672
Oil (301).png,1920,1080,3,0.026689529418945312
Oil (305).png,1920,1080,3,0.021500587463378906
Oil (307).png,1920,1080,3,0.019985198974609375
Oil (309).png,1920,1080,3,0.018482208251953125
Oil (31).png,1920,1080,3,0.014858245849609375
Oil (311).png,1920,1080,3,0.02021503448486328
Oil (312).png,1920,1080,3,0.02005767822265625
Oil (313).png,1920,1080,3,0.019174575805664062
Oil (314).png,1920,1080,3,0.02418041229248047
Oil (315).png,1920,1080,3,0.01996326446533203
Oil (316).png,1920,1080,3,0.019692420959472656
Oil (317).png,1920,1080,3,0.019303321838378906
Oil (318).png,1920,1080,3,0.01990222930908203
Oil (319).png,1920,1080,3,0.0201568603515625
Oil (32).png,1920,1080,3,0.016998291015625
Oil (320).png,1920,1080,3,0.020275115966796875
Oil (323).png,1920,1080,3,0.02019214630126953
Oil (324).png,1920,1080,3,0.02053546905517578
Oil (325).png,1920,1080,3,0.01877593994140625
Oil (326).png,1920,1080,3,0.02080059051513672
Oil (33).png,1920,1080,3,0.017256736755371094
Oil (331).png,1920,1080,3,0.02025127410888672
Oil (332).png,1920,1080,3,0.019367218017578125
Oil (333).png,1920,1080,3,0.02037525177001953
Oil (335).png,1920,1080,3,0.022484779357910156
Oil (336).png,1920,1080,3,0.021264076232910156
Oil (338).png,1920,1080,3,0.023441314697265625
Oil (339).png,1920,1080,3,0.018505096435546875
Oil (34).png,1920,1080,3,0.01839160919189453
Oil (344).png,1920,1080,3,0.01972675323486328
Oil (345).png,1920,1080,3,0.014378547668457031
Oil (35).png,1920,1080,3,0.017547607421875
Oil (350).png,1920,1080,3,0.025757789611816406
Oil (351).png,1920,1080,3,0.019731521606445312
Oil (352).png,1920,1080,3,0.01944446563720703
Oil (353).png,1920,1080,3,0.01971435546875
Oil (355).png,1920,1080,3,0.020948410034179688
Oil (357).png,1920,1080,3,0.018286705017089844
Oil (358).png,1920,1080,3,0.018759727478027344
Oil (359).png,1920,1080,3,0.018822669982910156
Oil (36).png,1920,1080,3,0.018362045288085938
Oil (361).png,1920,1080,3,0.019105911254882812
Oil (363).png,1920,1080,3,0.021602630615234375
Oil (369).png,1920,1080,3,0.018831253051757812
Oil (371).png,1920,1080,3,0.020768165588378906
Oil (373).png,1920,1080,3,0.021722793579101562
Oil (375).png,1920,1080,3,0.020722389221191406
Oil (377).png,1920,1080,3,0.01950359344482422
Oil (378).png,1920,1080,3,0.021256446838378906
Oil (379).png,1920,1080,3,0.019021987915039062
Oil (38).png,1920,1080,3,0.017769813537597656
Oil (380).png,1920,1080,3,0.021381378173828125
Oil (381).png,1920,1080,3,0.019034385681152344
Oil (382).png,1920,1080,3,0.020470619201660156
Oil (384).png,1920,1080,3,0.019661903381347656
Oil (386).png,1920,1080,3,0.023378372192382812
Oil (387).png,1920,1080,3,0.021368026733398438
Oil (388).png,1920,1080,3,0.020772933959960938
Oil (391).png,1920,1080,3,0.019672393798828125
Oil (393).png,1920,1080,3,0.02150440216064453
Oil (394).png,1920,1080,3,0.024297714233398438
Oil (396).png,1920,1080,3,0.026721954345703125
Oil (398).png,1920,1080,3,0.019536972045898438
