filename,width,height,channels,file_size_mb
Oil (445).jpg,1920,1080,3,0.5088424682617188
Oil (447).jpg,1920,1080,3,0.4863128662109375
Oil (448).jpg,1920,1080,3,0.5557851791381836
Oil (449).jpg,1920,1080,3,0.5584316253662109
Oil (45).jpg,1920,1080,3,0.9422483444213867
Oil (450).jpg,1920,1080,3,0.5644750595092773
Oil (451).jpg,1920,1080,3,0.5682916641235352
Oil (454).jpg,1920,1080,3,0.5727663040161133
Oil (455).jpg,1920,1080,3,0.5691709518432617
Oil (456).jpg,1920,1080,3,0.5687084197998047
Oil (457).jpg,1920,1080,3,0.578125
Oil (458).jpg,1920,1080,3,0.5714149475097656
Oil (459).jpg,1920,1080,3,0.48918819427490234
Oil (46).jpg,1920,1080,3,0.8834352493286133
Oil (460).jpg,1920,1080,3,0.4916677474975586
Oil (463).jpg,1920,1080,3,0.501194953918457
Oil (465).jpg,1920,1080,3,0.5027246475219727
Oil (467).jpg,1920,1080,3,0.5029830932617188
Oil (468).jpg,1920,1080,3,0.5037775039672852
Oil (469).jpg,1920,1080,3,0.5024995803833008
Oil (47).jpg,1920,1080,3,0.8573083877563477
Oil (470).jpg,1920,1080,3,0.5027084350585938
